Online,Venue,yes_rsvp_count,Duration Minutes,int,Entry Fee,meta_category.name,members,Group,Pro,Duration Hours,Datetime,EDT,
,,4,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,19-01-20 12:00,12:00:00,
NO,Fox and Feather Pub,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,19-01-20 13:00,13:00:00,
NO,Fox and Feather Pub,7,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,21-01-20 19:00,19:00:00,
NO,Hazeldean Mall,5,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,22-01-20 17:30,17:30:00,
NO,John G Mlacak Community Centre,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,25-01-20 09:00,09:00:00,
,,3,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,26-01-20 12:00,12:00:00,
NO,Fox and Feather Pub,4,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,26-01-20 13:00,13:00:00,
NO,Hazeldean Mall,7,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,29-01-20 17:30,17:30:00,
NO,Ottawa Public Library - Main,7,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,30-01-20 19:00,19:00:00,
NO,John G Mlacak Community Centre,8,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,01-02-20 09:00,09:00:00,
,,5,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,02-02-20 12:00,12:00:00,
NO,Fox and Feather Pub,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,02-02-20 13:00,13:00:00,
NO,Lieutenant's Pump,8,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,04-02-20 19:00,19:00:00,
NO,Hazeldean Mall,5,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,05-02-20 17:30,17:30:00,
NO,John G Mlacak Community Centre,4,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,08-02-20 09:00,09:00:00,
,,5,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,09-02-20 12:00,12:00:00,
NO,Fox and Feather Pub,3,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,09-02-20 13:00,13:00:00,
NO,Hazeldean Mall,4,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,12-02-20 17:30,17:30:00,
NO,John G Mlacak Community Centre,17,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,13-02-20 19:00,19:00:00,
NO,John G Mlacak Community Centre,6,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,15-02-20 09:00,09:00:00,
,,3,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,16-02-20 12:00,12:00:00,
NO,Fox and Feather Pub,4,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,16-02-20 13:00,13:00:00,
NO,Hazeldean Mall,3,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,19-02-20 17:30,17:30:00,
NO,John G Mlacak Community Centre,3,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,22-02-20 09:00,09:00:00,
,,4,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,23-02-20 12:00,12:00:00,
NO,Fox and Feather Pub,3,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,23-02-20 13:00,13:00:00,
NO,John G Mlacak Community Centre,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,29-02-20 09:00,09:00:00,
,,3,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,01-03-20 12:00,12:00:00,
NO,Fox and Feather Pub,3,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,01-03-20 13:00,13:00:00,
NO,Lieutenant's Pump,6,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,03-03-20 19:00,19:00:00,
NO,Hazeldean Mall,6,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,04-03-20 17:30,17:30:00,
NO,John G Mlacak Community Centre,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,07-03-20 09:00,09:00:00,
,,5,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,08-03-20 12:00,12:00:00,
NO,Fox and Feather Pub,4,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,08-03-20 13:00,13:00:00,
NO,Hazeldean Mall,5,90,6,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.5,11-03-20 17:30,17:30:00,
,,4,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,15-03-20 12:00,12:00:00,
NO,Fox and Feather Pub,6,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,15-03-20 13:00,13:00:00,
YES,Online,8,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,18-03-20 18:30,18:30:00,
YES,Online,6,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,21-03-20 09:00,09:00:00,
,,7,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,22-03-20 12:00,12:00:00,
YES,Online,9,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,22-03-20 13:00,13:00:00,
YES,Online,16,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,25-03-20 18:30,18:30:00,
YES,Online,7,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,28-03-20 09:00,09:00:00,
,,16,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,29-03-20 12:00,12:00:00,
YES,Online,11,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,29-03-20 13:00,13:00:00,
YES,Online,11,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,01-04-20 18:30,18:30:00,
YES,Online,13,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,04-04-20 09:00,09:00:00,
,,8,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,05-04-20 12:00,12:00:00,
YES,Online,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,05-04-20 13:00,13:00:00,
YES,Online,12,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,08-04-20 18:30,18:30:00,
YES,Online,11,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,11-04-20 09:00,09:00:00,
,,8,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,12-04-20 12:00,12:00:00,
YES,Online,9,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,12-04-20 13:00,13:00:00,
YES,Online,11,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,15-04-20 18:30,18:30:00,
YES,Online,7,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,18-04-20 09:00,09:00:00,
,,13,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,19-04-20 12:00,12:00:00,
YES,Online,10,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,19-04-20 13:00,13:00:00,
YES,Online,17,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,20-04-20 14:30,14:30:00,
YES,Online,13,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,22-04-20 18:30,18:30:00,
YES,Online,10,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,25-04-20 09:00,09:00:00,
,,8,60,4,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,1.0,26-04-20 12:00,12:00:00,
YES,Online,5,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,26-04-20 13:00,13:00:00,
YES,Online,13,120,8,FREE,Beliefs,1649,Centre For Inquiry Canada - Ottawa Branch,NO,2.0,29-04-20 18:30,18:30:00,
NO,Royal Oak Pub (Bank and Gloucester),3,120,8,FREE,Beliefs,101,Atheist Republic Ottawa Consulate,NO,2.0,31-01-20 19:00,19:00:00,
NO,The Brew Table,2,120,8,FREE,Beliefs,101,Atheist Republic Ottawa Consulate,NO,2.0,08-03-20 19:00,19:00:00,
YES,Online,2,120,8,FREE,Beliefs,101,Atheist Republic Ottawa Consulate,NO,2.0,01-04-20 19:00,19:00:00,
YES,Online,4,120,8,FREE,Beliefs,101,Atheist Republic Ottawa Consulate,NO,2.0,05-04-20 19:00,19:00:00,
YES,Online,8,120,8,FREE,Beliefs,101,Atheist Republic Ottawa Consulate,NO,2.0,19-04-20 19:00,19:00:00,
NO,Parliament Hill,1,120,8,FREE,Beliefs,1472,Humanist Association of Ottawa,NO,2.0,07-03-20 11:00,11:00:00,
YES,Online,12,120,8,FREE,Beliefs,1472,Humanist Association of Ottawa,NO,2.0,30-04-20 19:00,19:00:00,
NO,900 Lady Ellen Pl,2,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,07-02-20 17:30,17:30:00,
NO,900 Lady Ellen Pl,2,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,21-02-20 17:30,17:30:00,
NO,900 Lady Ellen Pl,2,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,06-03-20 17:30,17:30:00,
NO,Redeemer Alliance Church,1,150,10,FREE,Beliefs,562,Ottawa Alpha,NO,2.5,10-03-20 18:30,18:30:00,
YES,Online,4,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,10-04-20 18:00,18:00:00,
YES,Online,2,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,17-04-20 18:00,18:00:00,
YES,Online,3,90,6,FREE,Beliefs,562,Ottawa Alpha,NO,1.5,24-04-20 18:00,18:00:00,
,,3,240,16,FREE,Beliefs,89,The Ottawa Ex-Jehovah's Witness Meetup Group,NO,4.0,17-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,02-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,09-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,16-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,23-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,30-01-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,06-02-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,13-02-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,20-02-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,27-02-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,05-03-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,12-03-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,19-03-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,26-03-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,02-04-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,09-04-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,16-04-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,23-04-20 19:00,19:00:00,
,,1,120,8,PAID,Beliefs,96,Ottawa Born Again Christian Meetup,YES,2.0,30-04-20 19:00,19:00:00,
NO,Alliance Française Ottawa,3,90,6,FREE,Arts,442,French Up Your Life,NO,1.5,18-01-20 15:00,15:00:00,
NO,Alliance Française Ottawa,3,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,22-01-20 08:00,08:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,25-01-20 09:30,09:30:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,01-02-20 09:30,09:30:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,08-02-20 09:30,09:30:00,
NO,Alliance Française Ottawa,2,120,8,FREE,Arts,442,French Up Your Life,NO,2.0,13-02-20 18:30,18:30:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,15-02-20 09:30,09:30:00,
NO,Alliance Française Ottawa,6,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,19-02-20 18:00,18:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,22-02-20 09:30,09:30:00,
NO,Alliance Française Ottawa,2,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,26-02-20 08:00,08:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,29-02-20 09:30,09:30:00,
NO,National Gallery of Canada,3,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,05-03-20 19:00,19:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,07-03-20 09:30,09:30:00,
NO,Alliance Française Ottawa,7,90,6,FREE,Arts,442,French Up Your Life,NO,1.5,12-03-20 18:00,18:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,11-04-20 09:30,09:30:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,18-04-20 09:30,09:30:00,
NO,Alliance Française Ottawa,5,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,22-04-20 08:00,08:00:00,
NO,Alliance Française Ottawa,1,60,4,FREE,Arts,442,French Up Your Life,NO,1.0,25-04-20 09:30,09:30:00,
NO,Stittsville united church,10,120,8,FREE,Arts,328,West Ottawa Art Meetup,NO,2.0,12-01-20 15:00,15:00:00,
NO,Stittsville united church,12,120,8,FREE,Arts,328,West Ottawa Art Meetup,NO,2.0,26-01-20 15:00,15:00:00,
NO,Stittsville united church,10,120,8,FREE,Arts,328,West Ottawa Art Meetup,NO,2.0,09-02-20 15:00,15:00:00,
NO,Stittsville united church,8,120,8,FREE,Arts,328,West Ottawa Art Meetup,NO,2.0,23-02-20 15:00,15:00:00,
NO,Stittsville united church,14,120,8,FREE,Arts,328,West Ottawa Art Meetup,NO,2.0,08-03-20 15:00,15:00:00,
YES,Online,5,45,3,FREE,Arts,328,West Ottawa Art Meetup,NO,0.8,29-03-20 15:00,15:00:00,
YES,Online,5,75,5,FREE,Arts,328,West Ottawa Art Meetup,NO,1.3,19-04-20 15:00,15:00:00,
NO,The Art House Café,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,08-01-20 18:00,18:00:00,
,,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,14-01-20 12:00,12:00:00,
,,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,22-01-20 18:00,18:00:00,
NO,The Art House Café,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,05-02-20 18:00,18:00:00,
NO,1735 Courtwood Crescent,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,10-02-20 18:00,18:00:00,
NO,The Art House Café,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,12-02-20 12:00,12:00:00,
,,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,19-02-20 18:00,18:00:00,
NO,Art Haven,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,26-02-20 18:00,18:00:00,
NO,The Art House Café,8,180,12,FREE,Arts,873,Art for Affect,NO,3.0,04-03-20 18:00,18:00:00,
NO,Art Haven,4,180,12,FREE,Arts,873,Art for Affect,NO,3.0,10-03-20 18:00,18:00:00,
NO,The Art House Café,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,12-03-20 12:00,12:00:00,
,,5,180,12,FREE,Arts,873,Art for Affect,NO,3.0,18-03-20 18:00,18:00:00,
NO,Art Haven,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,25-03-20 18:00,18:00:00,
NO,The Art House Café,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,01-04-20 18:00,18:00:00,
NO,Art Haven,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,08-04-20 18:00,18:00:00,
,,3,180,12,FREE,Arts,873,Art for Affect,NO,3.0,15-04-20 18:00,18:00:00,
NO,Art Haven,2,180,12,FREE,Arts,873,Art for Affect,NO,3.0,22-04-20 18:00,18:00:00,
NO,The Art House Café,1,180,12,FREE,Arts,873,Art for Affect,NO,3.0,29-04-20 18:00,18:00:00,
NO,Fox & Feather Pub and Grill,3,120,8,FREE,Arts,2150,"Ottawa Mixed Writers Circle, Arts & Social Meetup",NO,2.0,13-01-20 18:30,18:30:00,
NO,Fox & Feather Pub and Grill,3,120,8,FREE,Arts,2150,"Ottawa Mixed Writers Circle, Arts & Social Meetup",NO,2.0,10-02-20 18:30,18:30:00,
NO,Fox & Feather Pub and Grill,3,180,12,PAID,Arts,2150,"Ottawa Mixed Writers Circle, Arts & Social Meetup",NO,3.0,09-03-20 18:30,18:30:00,
,,2,180,12,FREE,Arts,2150,"Ottawa Mixed Writers Circle, Arts & Social Meetup",NO,3.0,13-04-20 19:00,19:00:00,
,,7,120,8,FREE,Book Clubs,1519,Introverted Book Discussions,NO,2.0,18-01-20 14:00,14:00:00,
,,13,120,8,FREE,Book Clubs,1519,Introverted Book Discussions,NO,2.0,15-02-20 14:00,14:00:00,
,,2,120,8,FREE,Book Clubs,1519,Introverted Book Discussions,NO,2.0,25-04-20 14:00,14:00:00,
,,7,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,02-01-20 19:00,19:00:00,
,,16,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,04-01-20 19:00,19:00:00,
,,6,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,16-01-20 19:00,19:00:00,
,,15,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,30-01-20 19:00,19:00:00,
,,10,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,13-02-20 19:00,19:00:00,
,,9,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,27-02-20 19:00,19:00:00,
,,8,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,12-03-20 19:00,19:00:00,
,,11,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,26-03-20 19:00,19:00:00,
,,14,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,09-04-20 19:00,19:00:00,
,,11,120,8,FREE,Book Clubs,414,Beer Drinkers with a Reading Problem (25-40),NO,2.0,23-04-20 19:00,19:00:00,
NO,Fiazza Fresh Fired - Westboro,6,120,8,FREE,Book Clubs,212,Books & Booze: Mystery Edition,NO,2.0,08-01-20 19:00,19:00:00,
NO,Fiazza Fresh Fired - Westboro,6,120,8,FREE,Book Clubs,212,Books & Booze: Mystery Edition,NO,2.0,12-02-20 19:00,19:00:00,
NO,Fiazza Fresh Fired - Westboro,7,120,8,FREE,Book Clubs,212,Books & Booze: Mystery Edition,NO,2.0,11-03-20 19:00,19:00:00,
YES,Online,9,120,8,FREE,Book Clubs,212,Books & Booze: Mystery Edition,NO,2.0,08-04-20 19:00,19:00:00,
NO,Alliance Française Ottawa,5,90,6,FREE,Book Clubs,176,Club de lecture en francais / Ottawa French Book Club,NO,1.5,11-01-20 11:30,11:30:00,
NO,Alliance Française Ottawa,2,90,6,FREE,Book Clubs,176,Club de lecture en francais / Ottawa French Book Club,NO,1.5,22-02-20 11:00,11:00:00,
NO,Alliance Française Ottawa,5,90,6,PAID,Book Clubs,176,Club de lecture en francais / Ottawa French Book Club,NO,1.5,07-03-20 11:30,11:30:00,
NO,Stittsville United Church,5,120,8,FREE,Beliefs,144,Interfaith Spiritual Inquiry and Poetry,NO,2.0,22-01-20 19:00,19:00:00,
NO,Stittsville United Church,6,90,6,FREE,Beliefs,144,Interfaith Spiritual Inquiry and Poetry,NO,1.5,19-02-20 19:00,19:00:00,
YES,Online,3,90,6,FREE,Beliefs,144,Interfaith Spiritual Inquiry and Poetry,NO,1.5,15-04-20 19:00,19:00:00,
NO,Petra Co-working Space,14,150,10,PAID,Book Clubs,382,Women Who Weed Ottawa,NO,2.5,23-01-20 19:00,19:00:00,
NO,Petra Co-working Space,6,150,10,PAID,Book Clubs,382,Women Who Weed Ottawa,NO,2.5,26-02-20 19:00,19:00:00,
NO,THE PEACE ROOM,17,135,9,FREE,Book Clubs,382,Women Who Weed Ottawa,NO,2.3,10-03-20 18:45,18:45:00,
YES,Online,11,120,8,FREE,Book Clubs,382,Women Who Weed Ottawa,NO,2.0,30-04-20 19:00,19:00:00,
NO,The Foolish Chicken,2,120,8,PAID,Book Clubs,2764,The Ottawa Girly Book Club,NO,2.0,28-01-20 19:00,19:00:00,
NO,The Foolish Chicken,2,120,8,PAID,Book Clubs,2764,The Ottawa Girly Book Club,NO,2.0,25-02-20 19:00,19:00:00,
NO,Perkins Restaurant,7,150,10,FREE,Sci-Fi & Games,1223,The Ottawa Science Fiction Society,NO,2.5,27-01-20 18:30,18:30:00,
NO,Perkins Restaurant,5,150,10,FREE,Sci-Fi & Games,1223,The Ottawa Science Fiction Society,NO,2.5,24-02-20 18:30,18:30:00,
NO,Royal Oak,1,120,8,FREE,Book Clubs,104,Thinkers' Book Club: From the Classics to Modernism & Beyond,NO,2.0,01-01-20 19:00,19:00:00,
NO,Royal Oak,7,120,8,FREE,Book Clubs,104,Thinkers' Book Club: From the Classics to Modernism & Beyond,NO,2.0,15-01-20 19:00,19:00:00,
NO,The Royal Oak - Bank at Gloucester,7,120,8,FREE,Book Clubs,104,Thinkers' Book Club: From the Classics to Modernism & Beyond,NO,2.0,12-02-20 19:00,19:00:00,
NO,Royal Oak,5,120,8,FREE,Book Clubs,104,Thinkers' Book Club: From the Classics to Modernism & Beyond,NO,2.0,11-03-20 19:00,19:00:00,
NO,Pub Italia,15,120,8,FREE,Book Clubs,1868,Books and Beer,NO,2.0,13-01-20 19:00,19:00:00,
NO,Pub Italia,16,120,8,FREE,Book Clubs,1868,Books and Beer,NO,2.0,03-02-20 19:00,19:00:00,
NO,Westboro Barley Mow,18,120,8,FREE,Book Clubs,1868,Books and Beer,NO,2.0,10-02-20 19:00,19:00:00,
NO,Westboro Barley Mow,10,120,8,FREE,Book Clubs,1868,Books and Beer,NO,2.0,09-03-20 19:00,19:00:00,
NO,Planet Earth,9,90,6,FREE,Book Clubs,1868,Books and Beer,NO,1.5,30-03-20 19:00,19:00:00,
NO,Planet Earth,6,90,6,FREE,Book Clubs,1868,Books and Beer,NO,1.5,13-04-20 19:00,19:00:00,
NO,Planet Earth,6,90,6,FREE,Book Clubs,1868,Books and Beer,NO,1.5,20-04-20 19:00,19:00:00,
NO,Planet Earth,7,90,6,FREE,Book Clubs,1868,Books and Beer,NO,1.5,27-04-20 19:00,19:00:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,01-01-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,08-01-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,15-01-20 18:30,18:30:00,
NO,30 Herriott St,1,120,8,FREE,Book Clubs,25,Perth Union Library,NO,2.0,20-01-20 13:00,13:00:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,22-01-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,29-01-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,05-02-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,12-02-20 18:30,18:30:00,
NO,30 Herriott St,1,120,8,FREE,Book Clubs,25,Perth Union Library,NO,2.0,17-02-20 13:00,13:00:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,19-02-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,26-02-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,04-03-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,11-03-20 18:30,18:30:00,
NO,30 Herriott St,1,120,8,FREE,Book Clubs,25,Perth Union Library,NO,2.0,16-03-20 13:00,13:00:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,18-03-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,25-03-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,01-04-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,08-04-20 18:30,18:30:00,
NO,30 Herriott St,1,60,4,FREE,Book Clubs,25,Perth Union Library,NO,1.0,15-04-20 18:30,18:30:00,
